target,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8,features_9,features_10
1,0.219513439125047,0.242056983699786,0.198410666687606,0.272514270336775,0.312335631457851,0.188578568281799,0.00550863592576211,0.72541009533615,0.731953352000572,0.249967047167423
0,0.132474325560022,0.383156984232332,0.416940410411012,0.709399325878855,0.911630441854848,0.836213566351622,0.834838427442627,0.97378123225264,0.366079172984904,0.0181230451566883
1,0.646296038006929,0.872176711764713,0.232756724351703,0.791939548347014,0.267756482420392,0.869273274054777,0.806092490718366,0.563094728551469,0.794654326708911,0.971834913563199
0,0.0835121865047704,0.610858937720751,0.0473500188791233,0.259879678226658,0.518819938882297,0.334031486885837,0.510654977302765,0.509077044644648,0.19284346779321,0.206075741152745
0,0.640583161502191,0.0956754501510318,0.0481592678074972,0.63232930479517,0.203755296971433,0.174800977323935,0.172599856302473,0.419481618859839,0.0147537815882565,0.071222283610151
0,0.61868351549077,0.540363510583406,0.452248037586923,0.392411020229528,0.557614962374679,0.447492397955336,0.848025125963391,0.541749230097552,0.20436828827916,0.312597212063798
1,0.403925109418322,0.235954939925194,0.611884838410126,0.371860645222265,0.896722010190432,0.696553667233682,0.363118628861873,0.843032815603016,0.474614781797937,0.123448178454312
0,0.61729826551995,0.937832415048024,0.402308216028935,0.600380310230135,0.401557035313271,0.724892635475505,0.56021767330271,0.885865089854365,0.814216211818691,0.254528747197166
1,0.341595765864671,0.450993277343109,0.485836740414729,0.582326241628584,0.136064648914169,0.725809183429674,0.461582072373722,0.732880037140781,0.68756056481844,0.722754143007846
0,0.745287454289316,0.64006795725153,0.331961961354078,0.97246060153518,0.939554325478315,0.849633405523597,0.618684880685461,0.764326980836297,0.819505695582561,0.960458299551076
1,0.578743146149274,0.741146858574966,0.890085229656739,0.425009441247478,0.385755097649756,0.174155790872979,0.897262565691454,0.130462765658715,0.891979033480962,0.504668780409105
1,0.264170627844645,0.721349217103194,0.695011175534492,0.953779050758695,0.164667457931664,0.442220245443879,0.808605943568621,0.229390366696213,0.49756595891386,0.0945869829463545
1,0.776264741720503,0.530667893598858,0.666893383367537,0.484050499287715,0.921509756334666,0.136973472551544,0.313739231682511,0.400689916583687,0.159980116903996,0.48857831063852
0,0.0672117071852979,0.141379372642786,0.085496441518301,0.736512175926056,0.936351105795505,0.850485197502225,0.672337140668492,0.215934927806938,0.333372187973237,0.473232033801468
1,0.077827853940282,0.0580548191226736,0.344124797215253,0.0414602586989252,0.127382674515158,0.276739349439078,0.245950563280949,0.0492918859381443,0.777633998596426,0.702608728655965
0,0.5624271189898,0.938140350104878,0.932180748011957,0.952071052068558,0.553164880259487,0.676200537243021,0.821522225480818,0.422695323459767,0.670271927812091,0.738367270895177
1,0.458053441142922,0.645477182477482,0.525356451268291,0.32113932999456,0.20740030651288,0.232610755929403,0.3857797297824,0.573041438622979,0.917416887481381,0.37174560538894
1,0.32100993791842,0.28255331881683,0.232832573880776,0.750336142937936,0.874199396394432,0.80891378110292,0.40577511341314,0.282173680795104,0.382311490450739,0.11219018923243
1,0.435676260763799,0.203441278607795,0.612959331836655,0.97083618087904,0.884244945000089,0.835952655186101,0.272129531062517,0.387481870360164,0.129686824850889,0.590112212988707
0,0.55594296064939,0.0207817378661036,0.40270552563906,0.901892813126197,0.82886757915466,0.176644552060258,0.488186979553268,0.43434789753767,0.0609006434299456,0.0628323740412898
0,0.361138148958413,0.453079980546962,0.987018351754866,0.583472055824923,0.466298945827601,0.88650630403518,0.872640783815388,0.938426132640546,0.552204622232801,0.793390948474087
0,0.432074222600524,0.0568247207307785,0.290540256005969,0.281264769730796,0.329364807670363,0.256533174999816,0.473814368446941,0.269491290133737,0.374597132090251,0.823611248673241
1,0.577847778461992,0.812183682066615,0.509554342173427,0.831312074393912,0.370650108169996,0.699229571591337,0.6271103850784,0.764486792328716,0.905904135107433,0.591847487758487
0,0.680253641942422,0.980215026555054,0.416540825361362,0.316534806785787,0.867382494162635,0.723720693988925,0.957288094063658,0.797702149918943,0.211296974349985,0.280910782526094
1,0.610314159125966,0.724560401410371,0.690031294219234,0.725065663658476,0.549535924606176,0.420923833040908,0.0874852455487533,0.10190110041099,0.368671462091668,0.0973763424808535
0,0.340486060489191,0.330542343269888,0.32780502480086,0.528625880498908,0.332028838282747,0.04672083769361,0.16477752597736,0.0208347658546282,0.705016863565929,0.875510907912764
0,0.745669968324698,0.892931235505979,0.914130629053231,0.880755360109861,0.595335105316838,0.546786971395715,0.313245033682836,0.735144488121214,0.0521639101392214,0.59231608815812
0,0.186297384490729,0.103661317368379,0.306400200634454,0.345846677605739,0.00291212936880712,0.323970713744421,0.708892105326434,0.46522079845167,0.394840203667815,0.687784128773859
1,0.846918833835164,0.856303873519514,0.978580552965414,0.928435085226159,0.538410088542679,0.327649641223496,0.291278587292234,0.254002484400704,0.656336971086808,0.348768638667391
1,0.33966073179902,0.148961813449516,0.47230231765525,0.327725472555388,0.346962581509758,0.510464761508575,0.208034997575356,0.300075190757834,0.20286630777607,0.210683835556072
0,0.669396709713683,0.0338676460575302,0.0228602765205767,0.194715205975593,0.0737578349117353,0.137671034610366,0.64919178473926,0.821532291972198,0.895516518971984,0.742861489258127
1,0.33878169271607,0.18978447565889,0.726068527017076,0.468815140980192,0.511852957007432,0.960967251875449,0.909964304520865,0.341400162603711,0.940312110149237,0.785121040173383
1,0.443555435897505,0.230956275374835,0.911277359869235,0.299749608075251,0.64277176049263,0.909200231718627,0.990141197626226,0.414951180909189,0.08639055209043,0.285022438140371
0,0.247804293254289,0.431374332689521,0.945137946653211,0.370230473308235,0.145661005470063,0.0666462151987746,0.557232349025022,0.55124633363708,0.312488280965691,0.0920807841697856
1,0.618016418498156,0.609732720118258,0.733379855176847,0.271242509787744,0.755209390497983,0.720385442510792,0.321616528426775,0.624121194169285,0.689086583631922,0.332208037984839
1,0.823394729729429,0.83027233004126,0.959251858092105,0.620624320704796,0.912269882736495,0.98968646107315,0.840434082879233,0.841734327173867,0.196245580237215,0.589081339931511
1,0.479410647004216,0.700819910594641,0.928522808132202,0.87317812580107,0.892891015284167,0.658473818830625,0.140560738002481,0.124767437439681,0.0139703756514017,0.230577200365325
1,0.0193167636140725,0.331715294992577,0.186627767390415,0.100239594130927,0.414548489110301,0.473121607332102,0.501307949879751,0.370433550303377,0.096467719264511,0.131906053844823
0,0.31428567002046,0.382494197660983,0.382829421333261,0.166302007527312,0.773911974793283,0.924820798487471,0.71045358114014,0.479181558572393,0.535659944008884,0.710326925640566
0,0.975101677446739,0.299684215071357,0.456018539919409,0.523866704087487,0.355260803223598,0.893835926622455,0.680313369364544,0.503386586078194,0.823242146291408,0.896697608705355
0,0.112620518005684,0.109495601219007,0.498239283065096,0.764381468067711,0.635010899447691,0.605520322943719,0.105398523545624,0.882218533554476,0.559733988142978,0.803390864311332
0,0.395184590226189,0.109731301558249,0.0173890478918646,0.250388406006785,0.183330351510263,0.391260442887851,0.528895254373234,0.950937695899985,0.394882659577585,0.128943367965544
0,0.976968882770267,0.30410850178931,0.291958023923888,0.616400834817851,0.488139528404362,0.951141017879066,0.801505789351225,0.967693660483003,0.790806495735305,0.904801629961675
1,0.996228786033785,0.960143664964778,0.993512002976673,0.8730033403833,0.803607297318172,0.70606099110653,0.791005282710673,0.472003158889361,0.771281652402361,0.583673015701515
1,0.995951026275496,0.786825884734006,0.0125377981835169,0.508923112084991,0.804228891178489,0.0567228170054005,0.0825165286721044,0.19797970324051,0.00603686132416363,0.0151009483840425
1,0.329102643086489,0.545410489588118,0.772161936918743,0.783655442122366,0.540463596219654,0.802125067203565,0.950955251302709,0.836595160928695,0.835979720622103,0.863339662766778
1,0.130665056234228,0.632763735215037,0.665526604148623,0.463293691209341,0.624995315139023,0.982521277482682,0.267225986576138,0.662215466594521,0.83585152567899,0.866434458485406
0,0.792011754557985,0.88160065182964,0.968025622878545,0.967574036499026,0.944826727702541,0.991393272303102,0.960856607831455,0.308482271463309,0.519806455638213,0.400980324204381
1,0.289771779087824,0.685512798458626,0.342869255543302,0.209926618344898,0.26295340115046,0.516274159229665,0.162071197502143,0.0097989470894547,0.0923622403619581,0.40380851692829
0,0.0546345403280564,0.535674328620449,0.488122147379426,0.578033458610529,0.721931907282964,0.422319722310246,0.348152201164998,0.0179822011643704,0.113978854994904,0.254660802415033
1,0.509835449887103,0.251870188565546,0.449715841373268,0.242380736175942,0.275942782418199,0.669071091923795,0.963185194843322,0.946146489751941,0.575224453373458,0.282340975401966
1,0.664381886046046,0.294222858871242,0.560677943034075,0.690417967247901,0.712308432647411,0.985567878278872,0.825362230809043,0.830021535436017,0.459318296778302,0.365331383888973
0,0.522443521723943,0.138092191133383,0.0764207001384431,0.198078996701418,0.0132552989101352,0.238308783744568,0.0424090757370757,0.45528267221339,0.217768711820145,0.486959468108231
1,0.257058410452454,0.664900520000732,0.234688582436303,0.11692472111209,0.121418887008021,0.251156813060743,0.515707614771612,0.885456929799424,0.779050630692812,0.96986306901292
1,0.202476907845158,0.952948662742091,0.271060773250467,0.244714123416469,0.881854033157752,0.60423184214071,0.545375304925254,0.511162077515777,0.0768849946789257,0.221852125277889
0,0.11069430425749,0.0622289232271692,0.487121279421412,0.515688516606763,0.111168806206488,0.274866869105951,0.660212943788117,0.950215642197801,0.998006322788261,0.849130268013237
1,0.505510070530163,0.862720181575272,0.928773871894006,0.966008660456932,0.693311890870683,0.0788629392448891,0.667543761527582,0.307297193339032,0.937819750000718,0.968024646707772
0,0.636362041714202,0.712759901666373,0.874163298351838,0.775794390293174,0.881483705563175,0.679025914860153,0.590200087459735,0.178623447369585,0.739608407589734,0.799145781232871
0,0.403063965404439,0.41877286758178,0.8244662918717,0.959880030828202,0.947293606763342,0.738469104260334,0.753669015382907,0.355483224115635,0.505424080640076,0.807176939008643
1,0.74196102331407,0.8108475326011,0.877933180123744,0.574799241918426,0.773993187493157,0.855384533551412,0.721600198020172,0.836862697951031,0.464812362409864,0.323441424957396
1,0.0872185486456481,0.464731849675007,0.280627615583196,0.464188823553887,0.351604717255252,0.0449162826665802,0.17678951634539,0.131602795654862,0.278940363338845,0.509050982141193
0,0.0336336922155813,0.01174203573843,0.000293217102237346,0.10856739513973,0.674309328279039,0.312937753071941,0.606243592414606,0.293775242937287,0.185130274533191,0.295047369687795
1,0.912603074400101,0.731438848199402,0.329733869239552,0.0101514134439491,0.00362283046921298,0.157021789495973,0.108970173547608,0.172778769917073,0.406188376388208,0.590903641247323
1,0.796741602882889,0.564069749193458,0.143127098838391,0.231456448001701,0.690910085977947,0.652345504617328,0.734140133087181,0.78700950208594,0.921497053779046,0.898872374523505
0,0.709889309215781,0.273867737336935,0.729143235293352,0.47570865059114,0.712522354725867,0.507546407948503,0.76258857543055,0.0390316936847496,0.269610590228582,0.459227126139823
1,0.363494506617818,0.918384931604008,0.733605815234352,0.981817390173249,0.955227047000385,0.784943912320849,0.429501913317213,0.0647405234510475,0.640877984216587,0.315411250975847
1,0.335993550197927,0.655815478771596,0.990498879341912,0.592445310364616,0.902412643495037,0.81418872199758,0.231636232520178,0.784473229519471,0.904929803279528,0.533331041720254
1,0.934344027516852,0.795791444935913,0.578151587528912,0.139909621393586,0.277124636989702,0.246376165613283,0.353425796350236,0.785830860069763,0.90205461458185,0.649684342025643
0,0.0282274523339535,0.109491930936616,0.113320524992125,0.893382552663484,0.415688057788924,0.508804773931876,0.50182545093641,0.817106007766937,0.569681422030963,0.7348081859503
1,0.56039244348977,0.233082652870821,0.639073060978038,0.28826488600439,0.202732719609734,0.121953666428801,0.254007006296809,0.133723450595021,0.386852203887099,0.613350208131337
0,0.248115850744141,0.283569294445769,0.549120253967621,0.234886015740481,0.573754610708142,0.77597304897363,0.924742353628219,0.880472592540982,0.799016517625322,0.560484651012312
1,0.188082840574884,0.415665047376491,0.42976359774569,0.730731786011753,0.162852237993418,0.0888296819697345,0.225513184935201,0.577238803509385,0.941589282269222,0.921257949589743
0,0.932017116982314,0.299862458883046,0.434754987361082,0.735926894061567,0.683840386263771,0.157278769126668,0.934465193055326,0.919903264598364,0.0255268949502462,0.172263033175991
0,0.336087210069175,0.414989061291465,0.562004701410633,0.801571920360288,0.632893675327361,0.827973165754385,0.889873197898973,0.91755377011831,0.669522600201633,0.559171369459878
1,0.320919713320445,0.399291212269725,0.533058496217884,0.339107936104274,0.470029872827432,0.663271894315424,0.240660492623016,0.161282637054764,0.202996141819664,0.143455694237005
