Row Index,Data Set 1,Data Set 2,Data Set 3,Data Set 4,Data Set 5
74,1.3862943611198906,-1.3578826102665427,-0.8953840470548413,2.8973234754844643,-15.623334719277274
75,1.6142456140022035,-0.19583915853431214,-0.9744219084367257,1.0355331192075092,-0.643154408823194
76,-1.476213692289339,-0.8712507699509295,0.9247059287994397,-0.7988416240110724,-9.64237906544082
77,2.4154781433562373,-1.4686218123181727,1.7987770418867015,-1.0541900352313462,1.177113878741187
78,1.0150127198328165,-0.16579432740827466,3.5471512942852352,0.018271455916798067,-2.6997214170023547
79,-1.6142456140022035,-0.4048141543753284,2.8247744754103516,0.277561841243399,-13.045772608604778
80,-1.9924301646902063,-0.8185932497150592,1.703566757192594,1.5624066756079462,-15.256368654002335
81,1.9550845253313545,-0.4569000277900387,-1.4630583773317287,-1.7530127097154657,0.6926239990406045
82,-1.6142456140022035,-0.6657338352803877,-1.5028556495259517,-0.253783878482878,-16.786719812921028
83,-1.337023312113108,-0.8371215840957971,2.2196470413920517,1.4062425130513763,0.5390005501265518
84,-1.7824570765657415,-1.6763420479800035,2.3136349291806306,-1.5613457065157144,1.273150243688531
85,3.0320222749591914,-1.6837516146778997,1.0986122886681098,1.3004825801254463,1.9143495563818966
86,1.1308731508863312,0.19851314071999882,3.4094961844768505,0.36291806264101695,-47.35666273695101
87,1.6731849812153599,-0.555623459550343,-2.1113349054557897,-1.552017696310679,-23.844377299280296
88,-1.2656663733312759,-0.11560198772043687,-1.0355993208393754,2.9200231371304985,-35.237746197975774
89,-1.411484609948449,-1.0467174890454172,1.3129118151858667,0.12217701605709988,-36.52832751079471
90,1.0047935334504547,-1.2304976998518302,2.9444389791664403,-0.8454179472861697,-0.41693826955692076
91,-1.1747359841409104,-0.07414377022711617,1.5163474893680884,3.4474846750075865,1.2553759006956526
92,-1.7663245720802334,-0.9657466713857613,1.1093075777848576,3.743748743316516,1.2671387108041812
93,-1.9924301646902063,-1.7668381156650335,-2.289455801552253,2.6643066340849804,-7.218737681053295
94,1.02528101558256,-1.3647495638859288,0.9247059287994397,-2.8731327684401533,-2.9334882249749508
95,-1.4894785973551214,-0.46651287899730753,-1.9736255489018601,0.4022964474359067,-47.19364330091128
96,-1.7190001149456267,-1.4539247578156336,-1.2083112059245342,-0.032676330139301234,0.8892869172255486
97,-1.2656663733312759,-0.9192133834084689,-1.6882964873464201,0.06982570620033929,-9.902666577961925
98,-1.5715186775718066,-0.885446977265817,1.1858610543828898,-5.151308277295719,-7.486343543851175
99,-1.2196389210703353,-0.5321919634753086,-1.0047935334504547,-1.3677408870766394,0.66313606220206
100,1.557539474306449,-0.9828878642930008,3.2875723561544357,2.6540032407945517,-30.944432086854953
